TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	3-3-2012	
02093TLNTC10CUS	1305203143831	007440020	NICKEL	TRI	2005	CAPSTAN ATLANTIC	10 CUSHING DR	WRENTHAM	NORFOLK	MA	02093	YES	NO	NO	NO	3499							332117						42.086199	-71.304315	789576600										SENT SCRAP MATERIALS OFFSITE TO BE REGROUND.  THESE MATERIALS WERE RETURNED AND USED AS RAW MATERIALS IN THE PROCESS, THUS REDUCING VIRGIN MATERIALS PURCHASED.	NO	CDOUGHTY@CAPSTANATLANTIC.COM			YES	 	
90501MRTNB2341J	1305203143870	007439921	LEAD	PBT	2005	MARTIN BRASS FOUNDRY	2341 JEFFERSON ST	TORRANCE	LOS ANGELES	CA	90501	YES	NO	NO	NO	3366							331525						33.82761	-118.325526	008352072										THIS SITE STOPPED OPERATIONS IN 2005.	NO				YES	 	
90501MRTNB2341J	1305203143882	N982	ZINC COMPOUNDS	TRI	2005	MARTIN BRASS FOUNDRY	2341 JEFFERSON ST	TORRANCE	LOS ANGELES	CA	90501	YES	NO	NO	NO	3366							331525						33.82761	-118.325526	008352072										THIS SITE CLOSED IN 2005.	NO				YES	 	
02703TXSNS34FOR	1305203163694	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2005	TEXAS INSTRUMENTS INC	34 FOREST ST	ATTLEBORO	BRISTOL	MA	02703	YES	NO	NO	NO	3714	3822	3679	3471	3469			336000						41.94667	-71.27561	007325814	108008947							TEXAS INSTRUMENTS INC	007321904	The manufacturing operations have been moved to locations outside of the U.S.  The property has been sold to a property management company (PREI Attleboro Associates).  The wastewater treatment plant has been sold to a seperate company (NewStream).	NO				NO	 	
02703TXSNS34FOR	1305203163706	N040	BARIUM COMPOUNDS	TRI	2005	TEXAS INSTRUMENTS INC	34 FOREST ST	ATTLEBORO	BRISTOL	MA	02703	YES	NO	NO	NO	3714	3822	3679	3471	3469			336000						41.94667	-71.27561	007325814	108008947							TEXAS INSTRUMENTS INC	007321904	The manufacturing operations have been moved to locations outside of the U.S.  The property has been sold to a property management company (PREI Attleboro Associates).  The wastewater treatment plant has been sold to a seperate company (NewStream).	NO				YES	 	
02703TXSNS34FOR	1305203163718	000191242	BENZO(G,H,I)PERYLENE	PBT	2005	TEXAS INSTRUMENTS INC	34 FOREST ST	ATTLEBORO	BRISTOL	MA	02703	YES	NO	NO	NO	3714	3822	3679	3471	3469			336000						41.94667	-71.27561	007325814	108008947							TEXAS INSTRUMENTS INC	007321904	The manufacturing operations have been moved to locations outside of the U.S.  The property has been sold to a property management company (PREI Attleboro Associates).  The wastewater treatment plant has been sold to a seperate company (NewStream).	NO				NO	 	
02703TXSNS34FOR	1305203163732	007440508	COPPER	TRI	2005	TEXAS INSTRUMENTS INC	34 FOREST ST	ATTLEBORO	BRISTOL	MA	02703	YES	NO	NO	NO	3714	3822	3679	3471	3469			336000						41.94667	-71.27561	007325814	108008947							TEXAS INSTRUMENTS INC	007321904	The manufacturing operations have been moved to locations outside of the U.S.  The property has been sold to a property management company (PREI Attleboro Associates).  The wastewater treatment plant has been sold to a seperate company (NewStream).	NO				YES	 	
02703TXSNS34FOR	1305203163769	007697372	NITRIC ACID	TRI	2005	TEXAS INSTRUMENTS INC	34 FOREST ST	ATTLEBORO	BRISTOL	MA	02703	YES	NO	NO	NO	3714	3822	3679	3471	3469			336000						41.94667	-71.27561	007325814	108008947							TEXAS INSTRUMENTS INC	007321904	The manufacturing operations have been moved to locations outside of the U.S.  The property has been sold to a property management company (PREI Attleboro Associates).  The wastewater treatment plant has been sold to a seperate company (NewStream).	NO				NO	 	
95380VRCPR530ST	1305203197797	N230	CERTAIN GLYCOL ETHERS	TRI	2005	VARCO PRUDEN  BUILDINGS INC	530 S TEGNER RD	TURLOCK	STANISLAUS	CA	953811824	YES	NO	NO	NO	3448							332311						37.488126	-120.885414	092907653								BLUESCOPE STEEL		VP Builings continues to explore emerging process technologies to minimize potential long term environemntal impacts.	NO	JMAHENDRAN@VP.COM			NO	 	
32958MCHPR10045	1305203178557	000108883	TOLUENE	TRI	2005	MACHO PRODUCTS INC	10045 102ND TERRACE	SEBASTIAN	INDIAN RIVER	FL	32958	YES	NO	NO	NO	3086	3949	3069					339920						27.774157	-80.536514	050388826										Good day. Significant changes from 2004  have occurred due to Form R directive to exclude MEK from HAP reporting.	NO	NA			NO	 	
45242FBRGL6600C	1305203178658	000100425	STYRENE	TRI	2005	ITW FIBREGLASS-EVERCOAT	6600 CORNELL RD	CINCINNATI	HAMILTON	OH	45242	YES	NO	NO	NO	2821	2851						325510						39.268272	-84.361175	004423737								ILLINOIS TOOL WORKS INC	005146428	Source reduction activities were beter quality control together with technical involment with manufacturing to increase the amount of material that could be reworked.  Reuse activities continued to increase.	NO	CKEENER@EVERCOAT.COM			NO	 	
45242FBRGL6600C	1305203178660	000094360	BENZOYL PEROXIDE	TRI	2005	ITW FIBREGLASS-EVERCOAT	6600 CORNELL RD	CINCINNATI	HAMILTON	OH	45242	YES	NO	NO	NO	2821	2851						325510						39.268272	-84.361175	004423737								ILLINOIS TOOL WORKS INC	005146428	Better monitoring of and ensuring material in defective packaging was reworked or repackage into good container.	NO	CKEENER@EVERCOAT.COM			NO	 	
72150RBRTSHWY16	1305203198357	N120	DIISOCYANATES	TRI	2005	CENTRIA SHERIDAN	1811 N ROCK	SHERIDAN	GRANT	AR	72150	YES	NO	NO	NO	3446							332323						34.320468	-92.395468	004334843								CENTRIA	004334843	NOTE: Use of HCFC-141b was discontinued before December 31, 2004 and one was used or delivered onsite after that date. Since the use of HCFC-22 was related to the use of HCFC-141b, both were replaced by the new hydrocarbon blowing agent now in use, so both chemicals dropped off our list of reportables. Both chemicals are no longer in use or on site.	NO	DFRASE@CENTRIA.COM			NO	 	
48864M    1005E	1305203172111	007440508	COPPER	TRI	2005	DANLY IEM	1111 E MAIN ST	IONIA	IONIA	MI	48846	YES	NO	NO	NO	3542							333513						42.983504	-85.039307	624036679								DANLY IEM	601723844	Due to a merger, our facility was shut down in 2005.  There will be no further production by Danly IEM at this facility.	NO				YES	 	
29710LTRDD975UL	1305203172414	007664417	AMMONIA	TRI	2005	ULTRA ADDITIVES LLC	975 ULTRA AVE	CLOVER	YORK	SC	29710	YES	NO	NO	NO	2843							325998						35.097049	-81.232022	002153633								MUNZING CHEMIE GMBH		Installed a new system is 2005.  Operation began in 2006 which will result in recycling/reduced air emissions in 2006 and beyond.	NO	KKANE@MUNZING.US			NO	 	
16115DRLNG602MO	1305203185588	007664393	HYDROGEN FLUORIDE	TRI	2005	GENERAL SHALE BRICK INC PLANT # 39	602 MORRIS ST	DARLINGTON	BEAVER	PA	16115	YES	NO	NO	NO	3251							327121						40.81021	-80.42442	003383361										Plant closed in early 2006 - No production for the year planned.	NO				NO	 	
61244TLSNR3110M	1305203199322	N230	CERTAIN GLYCOL ETHERS	TRI	2005	ATLAS ROOFING CORP	3110 MORTON DR	EAST MOLINE	ROCK ISLAND	IL	61244	YES	NO	NO	NO	3086							326150						41.524333	-90.409972									ATLAS ROOFING CORP		Reduction in Business	NO	JPANCRAZ@ATLASROOFING.COM			NO	 	
61244TLSNR3110M	1305203199334	N120	DIISOCYANATES	TRI	2005	ATLAS ROOFING CORP	3110 MORTON DR	EAST MOLINE	ROCK ISLAND	IL	61244	YES	NO	NO	NO	3086							326150						41.524333	-90.409972									ATLAS ROOFING CORP		Reduction In business	NO	JPANCRAZ@ATLASROOFING.COM			NO	 	
44482SDFNSPINES	1305203146168	007439976	MERCURY	PBT	2005	US STRATEGIC MATERIALS WARREN DEPOT	PINE ST EXTENSION	WARREN	TRUMBULL	OH	44482	YES	NO	YES	NO	9199							921190						41.313999	-80.764									US DEPARTMENT OF DEFENSE		NONE.	YES	JOHN.REINDERS@DLA.MIL			YES	 	
44482SDFNSPINES	1305203146170	007439921	LEAD	PBT	2005	US STRATEGIC MATERIALS WARREN DEPOT	PINE ST EXTENSION	WARREN	TRUMBULL	OH	44482	YES	NO	YES	NO	9199							921190						41.313999	-80.764									US DEPARTMENT OF DEFENSE		NONE.	YES	JOHN.REINDERS@DLA.MIL			YES	 	
81505CRSCR2449R	1305203165624	007439976	MERCURY	PBT	2005	COORSTEK	2449 RIVERSIDE PKWY	GRAND JUNCTION	MESA	CO	815051383	YES	NO	NO	NO	3264							327113						39.08682	-108.60107	007057334										PRODUCTION PROCESS REQUIRING MERCURY ALONG WITH ALL INVENTORY  WAS SOLD TO ANOTHER COMPANY.	NO	RSCHOVAJSA@COORSTEK.COM			YES	 	
50310SVCNT363TH	1305203173125	007439976	MERCURY	PBT	2005	U.S. VA CENTRAL IOWA HEALTH CARE SYSTEM DES MOINES DIV	3600 30TH ST	DES MOINES	POLK	IA	503105774	YES	NO	YES	NO	8062							622110						41.62773	-93.6588									US DEPARTMENT OF VETERANS AFFAIRS		The medical center is going mercury free so all devices with mercury were replaced with non-mercury devices in all patient-care areas.  Some boiler plant controls still have mercury.  The removal of mercury containing equipment was the cause of the mercury waste being generated.	YES				YES	 	
45005HPRND160IN	1305203148729	000067561	METHANOL	TRI	2005	PHARMACIA HEPAR INC	160 INDUSTRIAL DR	FRANKLIN	WARREN	OH	45005	YES	NO	NO	NO	2833							325411						39.535105	-84.303429	030945307								PFIZER INC	001326495	Ethanol scrubber installed 12/04. Operated all 2005. Effluent goes to POTW.	NO	FRED.HALLER@PFIZER.COM			NO	 	
07503PPTMZ262BU	1305203180132	007439921	LEAD	PBT	2005	PPI-TIME ZERO INC	262 BUFFALO AVE	PATERSON	PASSAIC	NJ	07503	YES	NO	NO	NO	3672							334418						40.893673	-74.14946	075418285										PPI-Time Zero changed customer base from 70% commercial/30% military aerospace to 70% military aerospace/30% commercial. By doing this we decreased the quantity of assembled units by 50% over a 3 year period. This reduction in quantity allowed us to reduce the consumption of lead.	NO	ARUSSO@PPI-TIMEZERO.COM			YES	 	
46774SDFNS15411	1305203149657	007439976	MERCURY	PBT	2005	U.S. DEFENSE NATIONAL STOCKPILE CENTER NEW HAVEN DEPOT	15411 DAWKINS RD	NEW HAVEN	ALLEN	IN	46774	YES	NO	YES	NO	9199							921190						41.072083	-84.941354									US DEFENSE LOGISTICS AGENCY		NONE.	YES				YES	 	
46774SDFNS15411	1305203149669	007439921	LEAD	PBT	2005	U.S. DEFENSE NATIONAL STOCKPILE CENTER NEW HAVEN DEPOT	15411 DAWKINS RD	NEW HAVEN	ALLEN	IN	46774	YES	NO	YES	NO	9199							921190						41.072083	-84.941354									US DEFENSE LOGISTICS AGENCY		NONE.	YES				YES	 	
33909CBLSD1531C	1305203159140	N420	LEAD COMPOUNDS	PBT	2005	DEKORON UNITHERM LLC	1531 COMMERCE CREEK BLVD	CAPE CORAL	LEE	FL	33909	YES	NO	NO	NO	3823							335929						26.682776	-81.91973	608723300										As of 1/1/06 Dekoron Unitherm Inc. Has changed to a Flexible Polyvinal Chlorida (PVC) Compound which is lead free.	NO	J.INCRETOLLI@UNITHERMCC.COM			YES	 	
17543PRCSN148WE	1305203159417	007439921	LEAD	PBT	2005	PRECISIONFORM INC	148 W AIRPORT RD	LITITZ	LANCASTER	PA	17543	YES	NO	NO	NO	3451	3452						332721						40.116345	-76.312308	154332811										Customers are starting to change from leaded steel products to lead free steel products.	NO	RFREY@PRECISIONFORM.COM			YES	 	
46506MLLRB225IN	1305203181351	007439965	MANGANESE	TRI	2005	RBC PRECISION PRODUCTS	225 INDUSTRIAL DR	BREMEN	MARSHALL	IN	465060247	YES	NO	NO	NO	3562							332991						41.44693	-86.170524	054645254								ROLLER BEARING CO OF AMERICA	782725824	NAME CHANGE IN 2005	NO	DPOEPPEL@RBCBEARINGS.COM			YES	 	
46506MLLRB225IN	1305203181375	007440473	CHROMIUM	TRI	2005	RBC PRECISION PRODUCTS	225 INDUSTRIAL DR	BREMEN	MARSHALL	IN	465060247	YES	NO	NO	NO	3562							332991						41.44693	-86.170524	054645254								ROLLER BEARING CO OF AMERICA	782725824	NAME CHANGE IN 2005	NO	DPOEPPEL@RBCBEARINGS.COM			YES	 	
84402FLMCB1483W	1305203201809	007664393	HYDROGEN FLUORIDE	TRI	2005	BARNES AEROSPACE OGDEN DIV BLDG 2	1483 W 2550 S	OGDEN	WEBER	UT	84401	YES	NO	NO	NO	3728							336413						41.219574	-112.015049	001145481		UTD982589061		UT0000069				BARNES GROUP INC	001145481	Installed acid recirculation and filtering systems - to minimize waste stream	NO	BTHEURER@BARNESAERO.COM			NO	 	
84402FLMCB1483W	1305203201823	007697372	NITRIC ACID	TRI	2005	BARNES AEROSPACE OGDEN DIV BLDG 2	1483 W 2550 S	OGDEN	WEBER	UT	84401	YES	NO	NO	NO	3728							336413						41.219574	-112.015049	001145481		UTD982589061		UT0000069				BARNES GROUP INC	001145481	Installed Acid recirculation and filtration systems.	NO	BTHEURER@BARNESAERO.COM			NO	 	
45204CNSLD1028D	1305203167616	007439965	MANGANESE	TRI	2005	CONSOLIDATED METAL PRODUCTS	1028 DEPOT ST	CINCINNATI	HAMILTON	OH	45204	YES	NO	NO	NO	3316							331221						39.108234	-84.551477	004240305										This chemical (element) constitutes a very small portion of the makeup of steel in our product. It is not released into the environment in any way, and all scrap is recycled. The amount of increase or decrease from year to year is totally dependent upon the demand for our parts.	NO	DDAY@CMPUBOLT.COM			YES	 	
06010RDCLF97RON	1305203194790	000079016	TRICHLOROETHYLENE	TRI	2005	RADCLIFF WIRE	97 RONZO RD	BRISTOL	HARTFORD	CT	06010	YES	NO	NO	NO	3356							331491						41.651542	-72.903639	001152958										As of 12/20/2005 we discontinued the use of Trichloroethylene.	NO				NO	 	
46506BRNMN42IND	1305203167743	000584849	TOLUENE-2,4-DIISOCYANATE	TRI	2005	BORNEMANN PRODUCTS INC	402 INDUSTRIAL DR	BREMEN	MARSHALL	IN	46506	YES	NO	NO	NO	3714							336399						41.448336	-86.170531	005460951								SEATING TECHNOLOGY INC	799871041	PLANT MAYBE CLOSING AT THIS LOCATION BY THE END OF 2006.	NO				NO	 	
94088DNXCR1228T	1305203168152	N420	LEAD COMPOUNDS	PBT	2005	DIONEX CORP	527 LAKESIDE DR	SUNNYVALE	SANTA CLARA	CA	94088	YES	NO	NO	NO	3826	2899						334516						37.383677	-121.994054	055395487								THERMO FISHER SCIENTIFIC		Dionex is working toward removing all lead from our process. In such, we have a team that identifies ways to cut the use of laed. Over the year 2005 outsourceing was a major reason that our ues of lead/tin solder was reduced. In 2006 Dionex is going to a lead free solder system.	NO	CLIFTON.SMITH@THERMOFISHER.COM			YES	 	
97132SMRFTWYNOO	1305203175563	N511	NITRATE COMPOUNDS	TRI	2005	SP NEWSPRINT CO LLC	1301 WYNOOSKI ST	NEWBERG	YAMHILL	OR	971323380	YES	NO	NO	NO	2621							322122						45.288892	-122.956659	085418663										THE UREA ADDITION TO THE WASTE WATER TREATMENT WAS INCREASED AND THE EFFLUENT WAS TESTED.	NO	ROB.ROHOLT@SPNEWSPRINT.COM			NO	 	
74501MCLSTHWY69	1305203181882	007429905	ALUMINUM (FUME OR DUST)	TRI	2005	US ARMY MCALESTER ARMY AMMUNITION PLANT	1 C TREE RD	MC ALESTER	PITTSBURG	OK	74501	YES	NO	YES	NO	9711							928110						34.846944	-95.857222									US DEPARTMENT OF DEFENSE		section 5.5.4 other disposal consist of soil deposits due to open detonation of munitions containing Aluminum.	YES	JARROD.DEAN.THOMAS@US.ARMY.MIL			YES	 	
74501MCLSTHWY69	1305203181894	007440473	CHROMIUM	TRI	2005	US ARMY MCALESTER ARMY AMMUNITION PLANT	1 C TREE RD	MC ALESTER	PITTSBURG	OK	74501	YES	NO	YES	NO	9711							928110						34.846944	-95.857222									US DEPARTMENT OF DEFENSE		Section 8.1b other disposal is a result of soil deposits from open detonation.	YES	JARROD.DEAN.THOMAS@US.ARMY.MIL			YES	 	
74434SMMNS13BEN	1305203188533	007440508	COPPER	TRI	2005	SIMMONS METAL CONTAINER	103 E BENGE RD	FORT GIBSON	MUSKOGEE	OK	74434	YES	NO	NO	NO	3411							332431						35.783167	-95.239519	177719049								SIMMONS FOODS INC	144060634	COPPER IS USED AS A MANUFACTURING AID IN THE CAN SEAM WELDING PROCESS.  VIRTUALLY ALL COPPER IS RECOVERED AND RETURNED TO THE VENDOR FOR RECYCLING.	NO	DPORTELLO@SIMFOODS.COM			YES	 	
38663BLTRT16310	1305203139478	N982	ZINC COMPOUNDS	TRI	2005	BILTRITE RIPLEY OPS LLC	16310 HWY 15 N	RIPLEY	TIPPAH	MS	38663	YES	NO	NO	NO	3069							326299						34.790361	-88.927833									WEST AMERICAN RUBBER CO LLC		Defective compounds containing Zinc Compounds are reworked or worked away in other compounds to avoid sending the defective compound to the landfill.	NO	RON.SHAFFER@BILTRITEMS.COM			YES	 	
92831GLDNW1180E	1305203151598	007439921	LEAD	PBT	2005	GOLDEN WEST TECHNOLOGY	1180 E VALENCIA AVE	FULLERTON	ORANGE	CA	92831	YES	NO	NO	NO	3577							334418						33.8667	-117.907082											Facility is changing processes to Pb free solder using SnAg solders and Pb usage will go down in future years	NO				YES	 	
97402PLYMR2535P	1305203151939	000100425	STYRENE	TRI	2005	TRELLEBORG SEALING SOLUTIONS EUGENE	2535 PRAIRE RD UNIT D	EUGENE	LANE	OR	97402	YES	NO	NO	NO	3083							326130						44.100189	-123.161689									TRELLEBORG SEALING SOLUTIONS US INC	008336182	Monitored scrap and waste to reduce the amount of raw materials required to produce the finished product.	NO	TOM.POTOSKY@TRELLEBORG.COM			NO	 	
72543BRDGS99BLT	1305203195235	007439921	LEAD	PBT	2005	SIEMENS POWER TRANSMISSION & DISTRIBUTION	99 BOLTON SULLIVAN DR	HEBER SPRINGS	CLEBURNE	AR	72543	YES	NO	NO	NO	3613							335313						35.494653	-91.993616	005084322								SIEMENS AG	069993942	Process changed to replace 50/50 tin lead in hot dip tank with new product containing no lead.	NO	STEVESANDERS@SIEMENS.COM			YES	 	
29512MSSHSNEMUS	1305203195247	007440020	NICKEL	TRI	2005	MUSASHI SOUTH CAROLINA INC	ONE MUSASHI DR	BENNETTSVILLE	MARLBORO	SC	29512	YES	NO	NO	NO	3714							336350						34.62554	-79.68934	001552905								MUSASHI SEIMITSU INDUSTRY CO LTD		As part of the Facility's ISO 14001 commitment to the environment, Musashi South Carolina continually strives to reduce, reuse and recycle materials to minimize the impact to the environment.	NO	TLISENBY@MUSASHI-SC.COM			YES	 	
32808TRNSP2150B	1305203141041	N420	LEAD COMPOUNDS	PBT	2005	WAI-TRANSPO DIV	2150 BRENGLE AVE	ORLANDO	ORANGE	FL	32808	YES	NO	NO	NO	3694							336322						28.57074	-81.42648	092871110								WETHRILL ASSOCIATES INC	092871110	Some new products will be using lead-free solders.	NO	JOHN.LASEK@WAIGLOBAL.COM			YES	 	
28752BXTRHHWY22	1305203203524	000117817	DI(2-ETHYLHEXYL) PHTHALATE	TRI	2005	BAXTER HEALTHCARE CORP	65 PITT STATION RD	MARION	MCDOWELL	NC	28752	YES	NO	NO	NO	2834							325412						35.792778	-82.018889	005146311								BAXTER INTERNATIONAL INC	005146311	Initiating feasibility study of new product lines that contain less PVC in the product.  If proven to be a feasible, this product substitution will lessen the amount of Di(2-ethylhexyl) phthalate.	NO	ANITA_JENSEN@BAXTER.COM			NO	 	
60050PRMMG3521N	1305203153414	N420	LEAD COMPOUNDS	PBT	2005	PREM MAGNETICS INC	3521 N CHAPEL HILL RD	MC HENRY	MCHENRY	IL	60051	YES	NO	NO	NO	3677							334416						42.37825	-88.23909	095303525										Beginning January 1, 2005, Prem Magnetics changed our production to eliminate lead-containing solders.  All remaining solder was sold for recycling to a metals reclamation facility on May 5, 2005.  This will be our final TRI report - we are now under the threshold reporting value in 2006.	NO	JHAGEN@PREMMAG.COM			YES	 	
07840NDRXN101BI	1305203153426	007439921	LEAD	PBT	2005	ANDREX	101 BILBY RD SUITE E	HACKETTSTOWN	WARREN	NJ	07840	YES	NO	NO	NO	3599							334119						40.87103	-74.82127	962997268										Substituted leaded solder with a lead free solder	NO	WPOTE@FLEXCOMW.COM			YES	 	
01960WLBRN5THST	1305203161258	MIXTURE	MIXTURE	TRI	2005	TURBINE COMPONENT SERVICES	ONE FIFTH ST	PEABODY	ESSEX	MA	019603369	YES	NO	NO	NO	3724							336412						42.519548	-70.97935	001027838								GOODRICH INC	008962920	This chemical is used to neutralize nitric acid fumes which are caught in our scrubber system and treated in our wastewater system. As the nitric acid is reduced, the sodium hydroxide use will also be reduced.	NO	STEVE.MAHONEY@GOODRICH.COM			NO	 	
93021PRKRM200SC	1305203161260	N420	LEAD COMPOUNDS	PBT	2005	CTS ELECTRONICS MANUFACTURING SOLUTIONS INC	200 SCIENCE DR	MOORPARK	VENTURA	CA	930212003	YES	NO	NO	NO	3679							334412						34.27947	-118.86924	161273545								CTS CORP	161273545	CTS purchased a "lead-free" wave solder machine in 2005.	NO	MITCH.WALORSKI@CTSCORP.COM			YES	 	
95838PRGRS4361P	1305203189232	007440508	COPPER	TRI	2005	ULTIMA CIRCUITS LLC	4361 PELL DR	SACRAMENTO	SACRAMENTO	CA	95838	YES	NO	NO	NO	3672							334412						38.647177	-121.470469	091211743										REMOVED TIN LEAD PLATING TANKS AND REPLACED WITH HIGH THROW TIN PLATE. DRASTRICTLY REDUCING LEAD FROM BEING RELEASED INTO WASTE WATER.  REPLACED ALL PIPING AND VALVES FOR WATER REDUCING WATER USAGE AND FIXED ALL LEAKS. MOVED WASTE TREATMENT INDOORS AND MADE NEW CONTAINMENT AND EARTHQUAKE SUPPORTS ADDED.	NO	PCBOARDS@CWNET.COM			YES	 	
64601WRRPC601CO	1305203161738	N511	NITRATE COMPOUNDS	TRI	2005	WIRECO WORLDGROUP CHILLICOTHE FACILITY	601 CORPORATE	CHILLICOTHE	LIVINGSTON	MO	64601	YES	NO	NO	NO	3496	3315						331222						39.778542	-93.531433	135496839								WIRECO WORLDGROUP	135496839	Liquid componenst of the nitrate compounds are recovered and reused in the process.	NO	DAVIDHORNADAY@WIRECOWORLDGROUP.COM			NO	 	
46507PHLPS902SD	1305203170168	007439921	LEAD	PBT	2005	PHILIPS PRODUCTS VENTLINE DIV	902 SOUTH DIVISION ST	BRISTOL	ELKHART	IN	46507	YES	NO	NO	NO	3444							332322						41.722278	-85.812556	001757723								PHILIPS PRODUCTS	147926984	On May 24, 2005, started using lead free solder.  For 2006 reporting, we will submit Appendix H. Request for Withdrawal.	NO				YES	 	
22972GNRLSSTATE	1305203183431	007664393	HYDROGEN FLUORIDE	TRI	2005	GENERAL SHALE BRICK INC. PLANT #37	STATE RT 655	SOMERSET	ORANGE	VA	22972	YES	NO	NO	NO	3251							327121						38.204537	-78.247921	003383361										This facility has shut down as of August 2005.	NO				NO	 	
15644STGRGBROWN	1305203253428	N982	ZINC COMPOUNDS	TRI	2005	ST. GEORGE CRYSTAL LTD	BROWN AVE POBOX 709	JEANNETTE	WESTMORELAND	PA	15644	YES	NO	NO	NO	3229							327212						40.329167	-79.604167	131200016										reducing % Zinc Oxide in Glass Formulation.	NO	NICK@COMPASSADVISORYPARTNERS.COM			YES	 	
60614HRWNL2015N	1305203253695	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2005	HORWEEN LEATHER CO	2015 N ELSTON	CHICAGO	COOK	IL	60614	YES	NO	NO	NO	3111							316110						41.91834	-87.6678	005128871										The tanner began experimenting with reformulation to eliminate usage of Sodium Dichromate (Chrome VI) in our tanning process.	NO	BOBANNETTEPAUL@YAHOO.COM			YES	 	
97210GRTWS5700N	1305203253822	000067561	METHANOL	TRI	2005	BRENNTAG PACIFIC INC	5700 NW FRONT ST	PORTLAND	MULTNOMAH	OR	97210	YES	NO	NO	NO	5169							424690						45.563492	-122.738502	145245192								BRENNTAG NA INC	145245192	No additional information on source reduction, recycling, or pollution control activities included with this report.	NO	SMILLER@BRENNTAG.COM			NO	 	
